Time,Temperature,Humidity,WaterFlow,Power,Current,Battery,Motion,GroundTruthAnomaly,EventCode
2026-03-01 06:05:00,21.116,50.247,0.003,432.327,1.7433,32.798,1,0,0
2026-03-01 06:10:00,21.034,49.66,0.0,390.217,1.6609,32.473,1,0,0
2026-03-01 06:15:00,21.269,50.344,0.05,210.33,1.0759,34.669,0,0,0
2026-03-01 06:20:00,20.921,49.35,0.037,2293.766,9.9968,32.369,1,0,0
2026-03-01 06:25:00,21.169,50.488,0.032,416.112,1.7188,36.746,1,0,0
2026-03-01 06:30:00,21.377,49.084,0.0,204.821,0.8999,34.2,0,0,0
2026-03-01 06:35:00,21.094,50.225,0.081,265.026,1.234,37.55,0,0,0
2026-03-01 06:40:00,21.407,50.278,0.008,362.343,1.3717,34.106,1,0,0
2026-03-01 06:45:00,21.061,47.159,0.081,340.126,1.4929,35.41,1,0,0
2026-03-01 06:50:00,21.211,45.249,0.0,508.116,2.1794,37.726,1,0,0
2026-03-01 06:55:00,21.251,51.177,0.01,335.662,1.328,35.597,1,0,0
2026-03-01 07:00:00,21.012,48.756,3.231,381.62,1.6658,36.758,1,0,0
2026-03-01 07:05:00,21.648,45.102,0.039,313.265,1.3511,38.266,1,0,0
2026-03-01 07:10:00,21.36,46.797,0.002,382.977,1.6632,36.081,1,0,0
2026-03-01 07:15:00,21.575,49.365,0.003,400.393,1.713,35.321,1,0,0
2026-03-01 07:20:00,21.786,47.365,0.0,318.721,1.304,35.333,1,0,0
2026-03-01 07:25:00,21.822,46.839,0.823,346.621,1.3907,38.714,1,0,0
2026-03-01 07:30:00,21.946,50.174,0.048,298.972,1.2446,38.749,1,0,0
2026-03-01 07:35:00,21.726,45.659,0.075,283.866,1.3029,40.095,1,0,0
2026-03-01 07:40:00,21.66,45.999,0.013,307.44,1.3553,38.438,0,0,0
2026-03-01 07:45:00,21.828,47.708,0.035,313.57,1.3578,37.058,1,0,0
2026-03-01 07:50:00,21.313,47.921,0.0,209.929,0.8296,36.039,1,0,0
2026-03-01 07:55:00,21.446,48.002,0.022,438.425,1.8763,44.243,1,0,0
2026-03-01 08:00:00,21.537,48.64,0.751,2340.037,10.233,41.113,1,0,0
2026-03-01 08:05:00,21.699,47.248,0.042,325.135,1.454,40.917,1,0,0
2026-03-01 08:10:00,22.236,47.663,0.055,427.639,1.8211,41.528,1,0,0
2026-03-01 08:15:00,21.827,46.206,0.055,233.314,0.8055,39.369,0,0,0
2026-03-01 08:20:00,22.059,46.677,0.009,325.866,1.3628,40.738,1,0,0
2026-03-01 08:25:00,22.694,46.649,0.055,266.059,1.1182,44.967,1,0,0
2026-03-01 08:30:00,22.162,46.735,0.029,242.471,0.9817,43.768,1,0,0
2026-03-01 08:35:00,22.593,47.63,1.858,322.034,1.3671,42.072,1,0,0
2026-03-01 08:40:00,22.055,47.131,0.012,254.959,1.1738,41.82,0,0,0
2026-03-01 08:45:00,22.357,46.104,0.016,345.65,1.4998,43.337,1,0,0
2026-03-01 08:50:00,22.144,44.461,0.074,206.239,0.9759,44.094,0,0,0
2026-03-01 08:55:00,22.404,45.933,0.038,232.708,0.8911,48.104,0,0,0
2026-03-01 09:00:00,22.864,45.655,0.034,224.456,0.9515,45.218,1,0,0
2026-03-01 09:05:00,22.011,45.949,0.023,349.744,1.3655,44.191,1,0,0
2026-03-01 09:10:00,22.814,49.468,0.091,237.268,0.9975,46.368,0,0,0
2026-03-01 09:15:00,22.79,44.45,0.063,335.923,1.3769,47.339,0,0,0
2026-03-01 09:20:00,22.544,46.05,0.012,226.788,1.0885,45.514,0,0,0
2026-03-01 09:25:00,22.291,47.111,0.023,173.561,0.7874,48.535,0,0,0
2026-03-01 09:30:00,22.867,45.263,0.025,221.675,1.045,50.246,0,0,0
2026-03-01 09:35:00,22.701,49.194,0.034,205.52,0.8592,49.147,0,0,0
2026-03-01 09:40:00,23.011,44.206,0.012,246.568,0.9905,48.254,0,0,0
2026-03-01 09:45:00,22.981,45.372,0.041,223.276,0.8866,49.171,0,0,0
2026-03-01 09:50:00,23.576,43.253,0.066,151.666,0.6807,47.994,0,0,0
2026-03-01 09:55:00,22.974,43.962,0.0,130.19,0.7109,50.804,0,0,0
2026-03-01 10:00:00,22.742,44.948,0.002,233.838,1.0497,51.996,0,0,0
2026-03-01 10:05:00,23.204,45.929,0.018,389.7,1.6644,50.713,1,0,0
2026-03-01 10:10:00,23.259,44.888,0.019,222.273,0.9513,55.499,0,0,0
2026-03-01 10:15:00,23.698,46.489,0.08,261.95,1.1364,54.311,0,0,0
2026-03-01 10:20:00,23.554,43.961,0.055,272.263,1.3459,50.97,0,0,0
2026-03-01 10:25:00,23.426,43.446,0.054,325.602,1.5143,51.539,1,0,0
2026-03-01 10:30:00,23.851,48.823,0.023,170.531,0.7622,53.261,0,0,0
2026-03-01 10:35:00,22.961,44.58,0.023,225.501,0.9892,57.638,0,0,0
2026-03-01 10:40:00,23.19,42.491,0.0,280.611,1.244,57.157,0,0,0
2026-03-01 10:45:00,23.126,42.454,0.05,337.859,1.5085,58.8,1,0,0
2026-03-01 10:50:00,23.35,41.925,0.042,349.393,1.486,56.925,1,0,0
2026-03-01 10:55:00,23.039,45.228,0.062,187.356,0.7471,57.14,0,0,0
2026-03-01 11:00:00,23.778,42.809,0.025,201.256,0.9576,56.129,0,0,0
2026-03-01 11:05:00,23.511,43.617,0.026,205.476,0.8951,59.07,0,0,0
2026-03-01 11:10:00,23.107,43.199,0.034,208.836,0.9839,58.796,0,0,0
2026-03-01 11:15:00,23.299,44.557,0.052,275.583,1.3299,59.283,0,0,0
2026-03-01 11:20:00,23.795,41.646,0.0,90.0,0.433,62.606,0,0,0
2026-03-01 11:25:00,24.009,41.165,0.048,212.494,0.9526,60.532,0,0,0
2026-03-01 11:30:00,24.444,43.437,0.029,206.227,1.1527,63.26,0,0,0
2026-03-01 11:35:00,24.794,44.05,0.004,134.983,0.6034,59.421,0,0,0
2026-03-01 11:40:00,23.947,43.503,0.0,247.214,0.9876,66.373,0,0,0
2026-03-01 11:45:00,23.483,41.386,0.027,170.302,0.7179,62.317,0,0,0
2026-03-01 11:50:00,23.109,44.003,0.066,190.43,,64.472,0,0,0
2026-03-01 11:55:00,23.975,,0.072,311.7,1.2517,65.242,0,0,0
2026-03-01 12:00:00,23.621,41.731,0.039,835.683,3.5732,63.724,0,0,0
2026-03-01 12:05:00,23.783,40.917,0.079,949.163,4.2153,66.224,0,0,0
2026-03-01 12:10:00,23.737,44.907,0.029,845.786,3.6556,66.824,0,0,0
2026-03-01 12:15:00,23.924,43.656,0.054,950.835,4.1252,64.966,0,0,0
2026-03-01 12:20:00,24.367,43.557,0.019,1044.84,4.6287,65.499,0,0,0
2026-03-01 12:25:00,24.069,44.668,0.017,1095.236,4.7045,67.129,1,0,0
2026-03-01 12:30:00,23.977,47.443,0.013,732.917,3.0691,67.394,0,0,0
2026-03-01 12:35:00,23.688,39.263,0.0,929.126,3.9286,70.158,0,0,0
2026-03-01 12:40:00,23.481,40.972,0.062,991.056,4.3555,69.619,0,0,0
2026-03-01 12:45:00,23.913,41.156,0.014,717.065,3.1384,68.952,0,0,0
2026-03-01 12:50:00,24.079,40.7,0.01,768.145,3.2844,70.453,1,0,0
2026-03-01 12:55:00,24.731,40.26,0.001,821.013,3.4769,66.955,0,0,0
2026-03-01 13:00:00,24.171,41.631,0.025,1068.807,4.6253,69.577,0,0,0
2026-03-01 13:05:00,24.481,39.953,2.526,933.841,4.1495,71.401,1,0,0
2026-03-01 13:10:00,23.973,42.722,0.082,696.481,2.9613,73.106,0,0,0
2026-03-01 13:15:00,23.743,42.189,0.0,788.992,3.3774,72.189,1,0,0
2026-03-01 13:20:00,23.829,42.942,0.021,713.505,3.007,74.527,0,0,0
2026-03-01 13:25:00,23.921,42.972,0.004,818.652,3.53,74.085,0,0,0
2026-03-01 13:30:00,24.926,43.128,0.055,191.52,0.8597,72.487,0,0,0
2026-03-01 13:35:00,23.899,41.358,0.037,186.653,0.9807,73.438,0,0,0
2026-03-01 13:40:00,24.485,45.837,0.014,373.762,1.6425,74.682,1,0,0
2026-03-01 13:45:00,23.879,42.433,0.032,296.787,1.2861,73.811,1,0,0
2026-03-01 13:50:00,24.524,38.652,0.018,388.394,1.7577,77.187,1,0,0
2026-03-01 13:55:00,24.334,40.197,0.07,316.721,1.4327,73.625,0,0,0
2026-03-01 14:00:00,24.145,38.867,0.044,178.749,0.731,76.152,0,0,0
2026-03-01 14:05:00,24.185,42.032,0.047,90.0,0.5755,77.162,0,0,0
2026-03-01 14:10:00,23.969,41.786,0.0,278.411,1.2085,75.962,0,0,0
2026-03-01 14:15:00,24.351,41.168,0.028,202.989,0.9015,75.988,0,0,0
2026-03-01 14:20:00,24.032,45.639,0.082,175.019,0.8051,77.037,0,0,0
2026-03-01 14:25:00,23.758,43.018,0.063,191.169,0.8588,78.715,0,0,0
2026-03-01 14:30:00,23.734,43.35,0.0,201.651,0.9988,77.084,0,0,0
2026-03-01 14:35:00,24.235,40.382,0.022,296.754,1.243,76.558,0,0,0
2026-03-01 14:40:00,24.719,40.278,0.0,235.172,1.0852,80.205,0,0,0
2026-03-01 14:45:00,24.214,42.162,0.073,297.969,1.3087,79.386,0,0,0
2026-03-01 14:50:00,24.106,42.43,0.036,350.573,1.6028,80.597,1,0,0
2026-03-01 14:55:00,24.237,38.802,0.011,307.427,1.3194,80.512,1,0,0
2026-03-01 15:00:00,24.582,41.846,0.031,209.033,0.8808,82.92,0,0,0
2026-03-01 15:05:00,24.189,42.225,0.0,262.483,1.1998,81.591,0,0,0
2026-03-01 15:10:00,23.954,41.844,0.003,277.832,1.2366,79.089,0,0,0
2026-03-01 15:15:00,24.47,40.801,0.031,288.669,1.1895,81.127,0,0,0
2026-03-01 15:20:00,24.217,41.33,0.051,220.62,1.0669,79.821,0,0,0
2026-03-01 15:25:00,24.588,42.022,0.0,245.822,1.1274,80.202,0,0,0
2026-03-01 15:30:00,24.097,42.544,0.02,269.509,1.1658,78.978,0,0,0
2026-03-01 15:35:00,23.585,43.512,0.055,217.49,0.9082,80.871,0,0,0
2026-03-01 15:40:00,23.515,44.414,0.0,272.428,1.2136,82.31,1,0,0
2026-03-01 15:45:00,24.551,41.986,0.036,196.765,0.9083,81.574,0,0,0
2026-03-01 15:50:00,24.555,41.744,0.032,229.132,0.8687,80.194,0,0,0
2026-03-01 15:55:00,23.866,43.404,0.073,280.107,1.2479,79.717,0,0,0
2026-03-01 16:00:00,23.771,43.769,0.024,314.244,1.4185,85.316,0,0,0
2026-03-01 16:05:00,24.392,41.944,0.026,171.748,0.5585,82.771,0,0,0
2026-03-01 16:10:00,23.468,44.206,0.051,214.824,0.9497,81.171,0,0,0
2026-03-01 16:15:00,23.516,44.606,0.0,229.357,1.0528,83.212,0,0,0
2026-03-01 16:20:00,24.027,45.229,0.024,294.126,1.3253,85.904,0,0,0
2026-03-01 16:25:00,23.636,46.169,0.019,317.762,1.4458,83.64,1,0,0
2026-03-01 16:30:00,23.744,41.474,0.027,229.577,0.972,78.606,0,0,0
2026-03-01 16:35:00,23.659,43.126,0.051,176.97,0.6862,86.83,0,0,0
2026-03-01 16:40:00,23.803,43.19,0.044,377.646,1.498,80.131,1,0,0
2026-03-01 16:45:00,24.147,43.064,0.011,248.622,1.1683,82.637,0,0,0
2026-03-01 16:50:00,23.654,42.145,0.033,222.978,1.0257,81.276,0,0,0
2026-03-01 16:55:00,23.815,40.714,0.067,246.139,1.1636,81.884,0,0,0
2026-03-01 17:00:00,22.838,43.631,0.009,418.867,1.7632,83.427,1,0,0
2026-03-01 17:05:00,23.504,42.159,0.034,208.093,0.9691,79.888,0,0,0
2026-03-01 17:10:00,23.191,43.777,0.025,313.558,1.2431,82.841,1,0,0
2026-03-01 17:15:00,23.024,42.274,0.028,430.218,1.801,84.667,1,0,0
2026-03-01 17:20:00,23.107,41.807,0.0,272.012,1.1927,81.64,0,0,0
2026-03-01 17:25:00,23.26,44.292,0.065,401.188,1.7974,80.766,1,0,0
2026-03-01 17:30:00,23.66,44.228,3.332,387.96,1.8211,82.577,1,0,0
2026-03-01 17:35:00,22.837,45.086,0.056,365.436,1.5696,82.202,1,0,0
2026-03-01 17:40:00,23.273,48.067,0.014,349.743,1.4514,81.727,1,0,0
2026-03-01 17:45:00,23.053,44.721,0.014,321.157,1.323,80.737,0,0,0
2026-03-01 17:50:00,23.067,45.187,0.06,435.875,1.8401,83.186,1,0,0
2026-03-01 17:55:00,23.492,42.467,0.055,433.103,2.0607,83.176,1,0,0
2026-03-01 18:00:00,23.288,42.184,0.035,309.799,1.4075,80.55,1,0,0
2026-03-01 18:05:00,23.526,47.444,0.049,448.297,2.0381,80.61,1,0,0
2026-03-01 18:10:00,22.962,43.029,0.023,263.367,1.126,82.048,0,0,0
2026-03-01 18:15:00,22.729,42.909,0.03,243.052,1.0566,80.226,0,0,0
2026-03-01 18:20:00,22.851,44.817,0.013,276.788,1.2594,81.76,0,0,0
2026-03-01 18:25:00,22.971,44.824,1.791,333.333,1.4088,83.502,0,0,0
2026-03-01 18:30:00,22.904,43.462,1.531,2515.925,10.9155,81.007,1,0,0
2026-03-01 18:35:00,22.418,44.639,0.067,276.602,1.1486,79.062,0,0,0
2026-03-01 18:40:00,22.784,47.503,0.022,433.227,1.8478,81.246,1,0,0
2026-03-01 18:45:00,22.787,43.942,0.031,396.349,1.7272,80.155,1,0,0
2026-03-01 18:50:00,23.543,42.988,0.049,358.637,1.4936,79.95,1,0,0
2026-03-01 18:55:00,23.273,47.298,0.031,352.696,1.5563,80.631,1,0,0
2026-03-01 19:00:00,22.271,46.592,0.023,320.68,1.417,80.687,0,0,0
2026-03-01 19:05:00,22.422,44.695,0.029,390.05,1.6815,79.426,1,0,0
2026-03-01 19:10:00,21.964,43.07,0.052,225.397,0.9138,78.994,0,0,0
2026-03-01 19:15:00,22.222,44.684,0.013,444.095,1.9392,81.882,1,0,0
2026-03-01 19:20:00,,46.033,0.027,372.526,1.5793,80.28,1,0,0
2026-03-01 19:25:00,22.757,48.338,0.03,392.937,1.7122,79.411,0,0,0
2026-03-01 19:30:00,22.032,44.482,0.052,324.623,1.4993,78.031,1,0,0
2026-03-01 19:35:00,22.011,46.304,0.028,393.253,1.6096,75.988,1,0,0
2026-03-01 19:40:00,21.44,47.779,3.467,366.085,1.7656,78.842,1,0,0
2026-03-01 19:45:00,22.087,42.387,0.026,257.312,1.1129,77.012,0,0,0
2026-03-01 19:50:00,21.724,48.643,0.024,285.549,1.2745,75.566,0,0,0
2026-03-01 19:55:00,21.863,44.763,1.448,506.05,2.14,75.694,1,0,0
2026-03-01 20:00:00,21.693,47.598,0.0,417.885,1.9083,74.228,1,0,0
2026-03-01 20:05:00,21.919,47.553,0.004,367.77,1.589,76.874,1,0,0
2026-03-01 20:10:00,21.289,49.17,3.554,312.036,1.3252,75.914,1,0,0
2026-03-01 20:15:00,21.343,48.319,0.058,319.215,1.3418,74.756,1,0,0
2026-03-01 20:20:00,22.553,43.157,0.029,385.645,1.6552,74.006,1,0,0
2026-03-01 20:25:00,21.31,46.132,0.018,381.539,1.6923,72.627,1,0,0
2026-03-01 20:30:00,21.329,47.901,1.216,405.291,1.776,70.024,1,0,0
2026-03-01 20:35:00,22.308,47.41,0.069,293.845,1.2744,70.663,1,0,0
2026-03-01 20:40:00,22.635,48.728,0.061,414.953,1.7472,71.225,1,0,0
2026-03-01 20:45:00,21.161,49.396,0.009,477.679,2.0153,70.55,1,0,0
2026-03-01 20:50:00,21.395,49.177,0.018,416.548,1.7742,71.867,0,0,0
2026-03-01 20:55:00,21.597,47.803,0.075,319.211,1.4247,72.187,1,0,0
2026-03-01 21:00:00,22.036,44.971,0.036,285.421,1.2939,70.307,0,0,0
2026-03-01 21:05:00,21.039,47.579,0.023,378.583,1.7098,72.138,1,0,0
2026-03-01 21:10:00,21.253,49.253,0.048,434.624,1.8896,68.369,1,0,0
2026-03-01 21:15:00,21.565,46.644,0.055,360.541,1.5983,68.854,1,0,0
2026-03-01 21:20:00,21.4,49.846,0.016,521.148,2.2524,68.489,1,0,0
2026-03-01 21:25:00,21.071,50.447,0.035,431.986,1.7388,69.707,1,0,0
2026-03-01 21:30:00,21.111,49.142,0.053,328.762,1.4121,67.726,0,0,0
2026-03-01 21:35:00,20.633,43.499,0.001,424.05,1.8137,67.261,0,0,0
2026-03-01 21:40:00,20.987,46.813,0.03,431.458,1.7928,64.068,1,0,0
2026-03-01 21:45:00,20.934,52.607,0.002,455.22,1.9338,64.686,1,0,0
2026-03-01 21:50:00,21.065,48.325,0.005,297.743,1.3053,67.162,0,0,0
2026-03-01 21:55:00,20.747,45.833,0.016,359.466,1.4722,61.883,1,0,0
2026-03-01 22:00:00,21.065,51.723,1.872,402.052,1.6912,66.485,1,0,0
2026-03-01 22:05:00,21.213,49.618,0.022,461.655,2.131,64.692,0,0,0
2026-03-01 22:10:00,20.872,51.675,0.014,471.907,1.9236,62.29,1,0,0
2026-03-01 22:15:00,20.901,50.276,0.031,452.881,1.9544,61.629,1,0,0
2026-03-01 22:20:00,20.757,50.693,0.001,384.741,1.5795,65.185,1,0,0
2026-03-01 22:25:00,20.699,50.61,0.041,489.191,2.0668,63.92,1,0,0
2026-03-01 22:30:00,20.408,51.299,0.058,364.998,1.5711,61.084,1,0,0
2026-03-01 22:35:00,20.734,54.229,0.028,259.052,1.0473,60.924,0,0,0
2026-03-01 22:40:00,20.552,51.962,0.025,410.04,1.8287,59.21,1,0,0
2026-03-01 22:45:00,21.282,47.452,0.039,453.782,2.0811,59.837,0,0,0
2026-03-01 22:50:00,21.064,51.182,0.0,451.144,2.0288,58.08,0,0,0
2026-03-01 22:55:00,20.614,52.512,0.043,322.385,1.4836,58.428,0,0,0
2026-03-01 23:00:00,20.177,52.7,0.108,405.534,1.6528,60.715,1,0,0
2026-03-01 23:05:00,20.021,49.844,0.027,257.774,1.1013,57.311,0,0,0
2026-03-01 23:10:00,20.795,52.783,0.027,352.632,1.5706,55.337,0,0,0
2026-03-01 23:15:00,20.438,52.429,0.049,357.566,1.6243,54.315,0,0,0
2026-03-01 23:20:00,20.483,55.461,0.071,392.362,1.8462,56.012,0,0,0
2026-03-01 23:25:00,19.674,49.549,0.054,399.274,1.8215,54.137,0,0,0
2026-03-01 23:30:00,20.579,50.053,0.0,338.543,1.5436,55.107,0,0,0
2026-03-01 23:35:00,20.385,50.481,0.044,380.165,1.8636,51.768,0,0,0
2026-03-01 23:40:00,19.809,50.213,0.094,311.198,1.3607,54.694,0,0,0
2026-03-01 23:45:00,20.006,49.555,0.046,379.387,1.6264,51.532,0,0,0
2026-03-01 23:50:00,20.237,46.244,0.001,322.036,1.4143,52.658,0,0,0
2026-03-01 23:55:00,20.138,50.492,0.037,375.254,1.5583,51.55,0,0,0
2026-03-02 00:00:00,20.242,51.995,0.0,370.818,1.6177,54.107,0,0,0
2026-03-02 00:05:00,20.285,50.496,0.061,353.768,1.4,51.262,0,0,0
2026-03-02 00:10:00,20.21,54.919,1.99,393.633,1.6691,53.401,0,0,0
2026-03-02 00:15:00,20.33,51.508,1.64,358.478,1.5494,50.805,1,0,0
2026-03-02 00:20:00,20.771,53.855,0.009,386.163,1.7549,51.588,1,0,0
2026-03-02 00:25:00,19.338,52.047,0.016,334.731,1.5442,48.626,0,0,0
2026-03-02 00:30:00,20.135,53.107,0.067,270.022,1.0969,48.951,0,0,0
2026-03-02 00:35:00,20.261,52.163,0.033,326.808,1.587,49.759,0,0,0
2026-03-02 00:40:00,20.286,54.162,0.016,328.332,1.4394,48.792,0,0,0
2026-03-02 00:45:00,20.037,51.835,0.001,420.688,1.8483,47.739,0,0,0
2026-03-02 00:50:00,19.537,52.662,0.0,356.18,1.4192,45.964,0,0,0
2026-03-02 00:55:00,20.253,52.46,0.0,404.613,1.7096,45.737,0,0,0
2026-03-02 01:00:00,20.73,51.311,0.033,364.207,1.6675,47.206,0,0,0
2026-03-02 01:05:00,19.576,52.586,0.055,317.742,1.3951,47.05,0,0,0
2026-03-02 01:10:00,20.404,55.903,0.016,354.115,1.5483,43.678,0,0,0
2026-03-02 01:15:00,19.977,51.417,0.069,481.404,2.1112,42.995,1,0,0
2026-03-02 01:20:00,20.062,52.679,0.012,411.416,1.6733,42.304,0,0,0
2026-03-02 01:25:00,19.707,54.206,0.024,337.963,1.4617,44.462,0,0,0
2026-03-02 01:30:00,19.952,54.01,0.003,254.058,1.2173,41.387,0,0,0
2026-03-02 01:35:00,20.518,51.991,0.055,249.593,1.1721,43.578,0,0,0
2026-03-02 01:40:00,20.262,47.691,0.082,325.489,1.4052,42.749,0,0,0
2026-03-02 01:45:00,20.661,52.919,0.0,214.197,1.0564,40.699,0,0,0
2026-03-02 01:50:00,20.464,48.0,0.021,440.822,1.8159,43.456,0,0,0
2026-03-02 01:55:00,20.204,54.645,0.062,374.202,1.5492,38.519,0,0,0
2026-03-02 02:00:00,20.66,52.305,9.378,305.66,1.478,42.812,0,1,1
2026-03-02 02:05:00,20.204,54.21,11.112,278.813,1.2585,40.419,0,1,1
2026-03-02 02:10:00,20.342,51.195,10.298,490.584,2.1099,36.458,1,1,1
2026-03-02 02:15:00,19.951,50.43,10.154,276.953,1.1997,41.592,0,1,1
